Date,Open,High,Low,Close,Adj Close,Volume
2010-09-01,8.838214,8.980714,8.795714,8.940357,7.700898,697037600
2010-09-02,8.973571,9.006071,8.877500,9.006071,7.757500,415427600
2010-09-03,9.110357,9.242143,9.089286,9.241786,7.960536,520788800
2010-09-07,9.165714,9.268929,9.151786,9.207500,7.931005,342557600
2010-09-08,9.277857,9.442500,9.253571,9.390000,8.088203,526551200
2010-09-09,9.465714,9.518571,9.390000,9.395357,8.092817,438575200
2010-09-10,9.399643,9.446429,9.335714,9.407500,8.103276,387542400
2010-09-13,9.493571,9.581429,9.491429,9.537143,8.214944,388780000
2010-09-14,9.507500,9.613214,9.482857,9.573571,8.246323,408150400
2010-09-15,9.577500,9.656429,9.565714,9.650714,8.312774,429368800
2010-09-16,9.651429,9.881071,9.625000,9.877500,8.508117,652103200
2010-09-17,9.917500,9.927143,9.774286,9.834643,8.471202,634477200
2010-09-20,9.860000,10.135000,9.851786,10.115357,8.712999,658677600
2010-09-21,10.137857,10.262500,10.099643,10.134643,8.729610,668074400
2010-09-22,10.096786,10.285000,10.086071,10.276786,8.852049,585289600
2010-09-23,10.226071,10.455714,10.214286,10.318571,8.888041,786116800
2010-09-24,10.432143,10.483214,10.376786,10.440000,8.992637,649488000
2010-09-27,10.499286,10.526071,10.393214,10.398571,8.956947,482834800
2010-09-28,10.420357,10.420357,9.821429,10.245000,8.824667,1035042400
2010-09-29,10.258214,10.350357,10.214286,10.263214,8.840357,469644000
2010-09-30,10.321429,10.357143,10.044643,10.133929,8.728997,673391600
2010-10-01,10.219643,10.235000,10.048214,10.090000,8.691155,448142800
2010-10-04,10.057143,10.103571,9.920357,9.951429,8.571796,435302000
2010-10-05,10.071429,10.337500,10.065000,10.319286,8.888655,501967200
2010-10-06,10.342500,10.428214,10.187857,10.328214,8.896345,670868800
2010-10-07,10.369286,10.374286,10.246786,10.329286,8.897269,408399600
2010-10-08,10.418214,10.517857,10.357143,10.502500,9.046468,658403200
2010-10-11,10.526429,10.615714,10.521429,10.548571,9.086152,427753200
2010-10-12,10.550357,10.696429,10.446071,10.662143,9.183979,558544000
2010-10-13,10.721429,10.784286,10.707143,10.719286,9.233204,630092400
2010-10-14,10.774643,10.802500,10.728571,10.796786,9.299961,435296400
2010-10-15,10.980000,11.250000,10.889643,11.240714,9.682339,922194000
2010-10-18,11.373929,11.392857,11.224643,11.357143,9.782629,1093010800
2010-10-19,10.835714,11.206071,10.715000,11.053214,9.520836,1232784000
2010-10-20,11.035714,11.223214,10.959643,11.090357,9.552826,721624400
2010-10-21,11.155714,11.240714,10.957143,11.054286,9.521760,551460000
2010-10-22,11.038214,11.072857,10.939286,10.981071,9.458694,372778000
2010-10-25,11.038929,11.128571,11.015714,11.030000,9.500837,392462000
2010-10-26,10.959643,11.062143,10.916071,11.001786,9.476538,392929600
2010-10-27,10.987500,11.067857,10.914286,10.993929,9.469769,399002800
2010-10-28,10.998214,11.000000,10.746429,10.901429,9.390093,551051200
2010-10-29,10.865357,10.924286,10.745357,10.749286,9.259040,430511200
2010-11-01,10.793571,10.914286,10.792857,10.863571,9.357483,423889200
2010-11-02,10.964286,11.078214,10.964286,11.048571,9.516835,433930000
2010-11-03,11.120357,11.174286,11.018929,11.171429,9.622657,508348400
2010-11-04,11.266071,11.435000,11.251071,11.366786,9.790934,642488000
2010-11-05,11.356786,11.413214,11.312500,11.326071,9.755861,361253200
2010-11-08,11.328571,11.420357,11.312857,11.379286,9.801701,281758400
2010-11-09,11.466071,11.475000,11.232143,11.288571,9.723564,383544000
2010-11-10,11.308571,11.384643,11.198214,11.358214,9.783554,384227200
2010-11-11,11.250000,11.371429,11.223214,11.308929,9.741098,361284000
2010-11-12,11.285714,11.303571,10.843929,11.001071,9.475923,795846800
2010-11-15,11.016429,11.090714,10.938214,10.965714,9.445465,403606000
2010-11-16,10.918571,10.985714,10.690000,10.771071,9.277806,657650000
2010-11-17,10.757143,10.856786,10.634286,10.732143,9.244276,479449600
2010-11-18,10.900000,11.059643,10.881786,11.015357,9.488224,494491200
2010-11-19,10.998929,11.014286,10.901429,10.954643,9.435930,384843200
2010-11-22,10.952857,11.191429,10.923929,11.191429,9.639886,393075200
2010-11-23,11.087500,11.133929,10.948571,11.026071,9.497454,519447600
2010-11-24,11.142857,11.264286,11.133929,11.242857,9.684191,413725200
2010-11-26,11.205000,11.346429,11.176429,11.250000,9.690339,237585600
2010-11-29,11.267857,11.338571,11.120714,11.316786,9.747865,445785200
2010-11-30,11.197857,11.227143,11.102500,11.112500,9.571903,501858000
2010-12-01,11.259643,11.348214,11.250000,11.300000,9.733407,461750800
2010-12-02,11.340357,11.392857,11.246071,11.362500,9.787243,462837200
2010-12-03,11.321786,11.380357,11.297857,11.337143,9.765400,342092800
2010-12-06,11.380000,11.511786,11.372143,11.433929,9.848769,448481600
2010-12-07,11.564286,11.571071,11.361429,11.364643,9.789089,391454000
2010-12-08,11.415357,11.465000,11.325357,11.464643,9.875224,321935600
2010-12-09,11.504643,11.517857,11.393571,11.420000,9.836771,294151200
2010-12-10,11.416071,11.466071,11.378571,11.448571,9.861382,262511200
2010-12-13,11.584643,11.609286,11.464286,11.488214,9.895527,439815600
2010-12-14,11.490357,11.519286,11.392857,11.438929,9.853072,351008000
2010-12-15,11.428571,11.535714,11.399643,11.441429,9.855230,417312000
2010-12-16,11.467500,11.521786,11.432143,11.473214,9.882608,322030800
2010-12-17,11.486786,11.492500,11.436786,11.450357,9.862921,386929200
2010-12-20,11.485714,11.544643,11.365357,11.507500,9.912139,385610400
2010-12-21,11.535714,11.585357,11.501786,11.578571,9.973357,256354000
2010-12-22,11.584286,11.632857,11.555357,11.612857,10.002891,265921600
2010-12-23,11.607143,11.612500,11.541786,11.557143,9.954899,223157200
2010-12-27,11.530357,11.622857,11.482857,11.595714,9.988124,249816000
2010-12-28,11.639643,11.666429,11.609286,11.623929,10.012430,175924000
2010-12-29,11.650714,11.658929,11.610714,11.617500,10.006890,163139200
2010-12-30,11.624286,11.625357,11.537500,11.559286,9.956747,157494400
2010-12-31,11.533929,11.552857,11.475357,11.520000,9.922909,193508000
2011-01-03,11.630000,11.795000,11.601429,11.770357,10.138556,445138400
2011-01-04,11.872857,11.875000,11.719643,11.831786,10.191467,309080800
2011-01-05,11.769643,11.940714,11.767857,11.928571,10.274836,255519600
2011-01-06,11.954286,11.973214,11.889286,11.918929,10.266529,300428800
2011-01-07,11.928214,12.012500,11.853571,12.004286,10.340052,311931200
2011-01-10,12.101071,12.258214,12.041786,12.230357,10.534782,448560000
2011-01-11,12.317143,12.320000,12.123929,12.201429,10.509866,444108000
2011-01-12,12.258929,12.301071,12.214286,12.300714,10.595387,302590400
2011-01-13,12.327143,12.380000,12.280357,12.345714,10.634145,296780400
2011-01-14,12.353214,12.445714,12.301429,12.445714,10.720285,308840000
2011-01-18,11.768571,12.312857,11.642857,12.166071,10.479407,1880998000
2011-01-19,12.441071,12.450000,12.031429,12.101429,10.423729,1135612800
2011-01-20,12.015357,12.082143,11.790000,11.881429,10.234229,764789200
2011-01-21,11.920357,11.960000,11.665357,11.668571,10.050879,754401200
2011-01-24,11.673929,12.051786,11.668571,12.051786,10.380967,574683200
2011-01-25,12.011786,12.194286,11.948929,12.192857,10.502481,546868000
2011-01-26,12.248571,12.342857,12.196429,12.280357,10.577852,506875600
2011-01-27,12.277857,12.310357,12.243929,12.257500,10.558161,285026000
2011-01-28,12.291786,12.300000,11.911786,12.003571,10.339437,592057200
2011-01-31,11.992857,12.144286,11.939286,12.118571,10.438492,377246800
2011-02-01,12.189286,12.344643,12.177857,12.322500,10.614152,426633200
2011-02-02,12.301786,12.330357,12.269643,12.297143,10.592309,258955200
2011-02-03,12.278571,12.294286,12.091071,12.265714,10.565235,393797600
2011-02-04,12.272857,12.382143,12.268214,12.375000,10.659372,321840400
2011-02-07,12.424643,12.616071,12.415714,12.567143,10.824879,485021600
2011-02-08,12.631429,12.697143,12.576786,12.685714,10.927010,381040800
2011-02-09,12.685357,12.821429,12.673929,12.791429,11.018068,482745200
2011-02-10,12.763929,12.857143,12.428571,12.662143,10.906707,928550000
2011-02-11,12.669643,12.778571,12.626429,12.744643,10.977768,367572800
2011-02-14,12.742500,12.838571,12.739643,12.827857,11.049447,310416400
2011-02-15,12.828214,12.856071,12.769643,12.853571,11.071596,284174800
2011-02-16,12.885714,13.032143,12.875000,12.968929,11.170958,481157600
2011-02-17,12.758929,12.866786,12.732857,12.796429,11.022377,530583200
2011-02-18,12.811071,12.839286,12.482857,12.520000,10.784269,816057200
2011-02-22,12.219643,12.335714,12.061429,12.093214,10.416653,872555600
2011-02-23,12.098929,12.308571,12.093214,12.236429,10.540014,671854400
2011-02-24,12.286429,12.326786,12.084643,12.245714,10.548009,499900800
2011-02-25,12.330714,12.443929,12.314286,12.434286,10.710439,380018800
2011-02-28,12.544286,12.680357,12.540000,12.614643,10.865795,403074000
2011-03-01,12.695357,12.704286,12.417143,12.475357,10.745816,456136800
2011-03-02,12.498571,12.655357,12.442857,12.575714,10.832259,602590800
2011-03-03,12.756786,12.849643,12.711429,12.841429,11.061138,500788400
2011-03-04,12.859643,12.867500,12.776786,12.857143,11.074675,453266800
2011-03-07,12.907143,12.916786,12.546786,12.691429,10.931933,546123200
2011-03-08,12.675357,12.764286,12.580357,12.705714,10.944239,356316800
2011-03-09,12.667500,12.670000,12.521429,12.588214,10.843025,453306000
2011-03-10,12.468571,12.491786,12.317857,12.381071,10.664602,507539200
2011-03-11,12.333214,12.582857,12.321429,12.571071,10.828259,471080400
2011-03-14,12.613571,12.731429,12.546786,12.627143,10.876560,435957200
2011-03-15,12.217857,12.422857,12.146429,12.336786,10.626457,721081200
2011-03-16,12.214286,12.250000,11.652143,11.786071,10.152091,1162011200
2011-03-17,12.029643,12.128929,11.809286,11.951429,10.294526,659422400
2011-03-18,12.040357,12.078571,11.785714,11.809643,10.172395,753214000
2011-03-21,11.999643,12.133571,11.973571,12.117857,10.437879,409402000
2011-03-22,12.234286,12.236429,12.112143,12.185714,10.496328,325922800
2011-03-23,12.117143,12.150714,11.998214,12.113929,10.434494,372996400
2011-03-24,12.208929,12.357143,12.102143,12.320357,10.612308,404712000
2011-03-25,12.431071,12.573571,12.393571,12.555000,10.814417,448910000
2011-03-28,12.612500,12.654286,12.515714,12.515714,10.780579,309355200
2011-03-29,12.416429,12.534286,12.359286,12.534286,10.796576,352900800
2011-03-30,12.522857,12.531429,12.408571,12.451071,10.724896,329406000
2011-03-31,12.370000,12.492857,12.359286,12.446786,10.721204,274019200
2011-04-01,12.539643,12.556786,12.260714,12.305714,10.599690,418661600
2011-04-04,12.296786,12.307143,12.085714,12.185357,10.496021,460084800
2011-04-05,12.035357,12.223214,12.000000,12.103214,10.425268,482731200
2011-04-06,12.186429,12.282143,12.040714,12.072857,10.399117,402539200
2011-04-07,12.075000,12.158214,12.001071,12.074286,10.400350,373447200
2011-04-08,12.140000,12.148214,11.926786,11.966429,10.307444,377535200
2011-04-11,11.930714,11.988214,11.786429,11.814286,10.176394,398946800
2011-04-12,11.803214,11.918929,11.792857,11.871429,10.225616,425639200
2011-04-13,11.965000,12.005000,11.875714,12.004643,10.340361,346220000
2011-04-14,11.957143,12.000000,11.859286,11.872143,10.226230,301800800
2011-04-15,11.903571,11.915714,11.671429,11.695000,10.073643,453605600
2011-04-18,11.646429,11.865357,11.434286,11.851786,10.208694,609898800
2011-04-19,11.896429,12.070714,11.846786,12.066429,10.393581,419378400
2011-04-20,12.268214,12.348214,12.196429,12.228929,10.533554,700666400
2011-04-21,12.678571,12.683214,12.447143,12.525000,10.788577,753810400
2011-04-25,12.512143,12.633929,12.510714,12.607500,10.859639,266546000
2011-04-26,12.629286,12.678214,12.476786,12.515000,10.779964,338800000
2011-04-27,12.580000,12.583929,12.396429,12.505357,10.771658,356213200
2011-04-28,12.363929,12.491071,12.340000,12.383929,10.667065,360959200
2011-04-29,12.385000,12.641071,12.381071,12.504643,10.771044,1006345200
2011-05-02,12.490714,12.516786,12.339286,12.367143,10.652606,442713600
2011-05-03,12.428214,12.496071,12.343571,12.435714,10.711670,313348000
2011-05-04,12.437857,12.565357,12.388571,12.484643,10.753815,389250400
2011-05-05,12.442857,12.533929,12.358929,12.383929,10.667065,335969200
2011-05-06,12.488929,12.500000,12.364643,12.380714,10.664294,280134400
2011-05-09,12.423571,12.471429,12.376071,12.414286,10.693214,204747200
2011-05-10,12.460357,12.488929,12.380714,12.480357,10.750122,282091600
2011-05-11,12.465000,12.500000,12.330000,12.401071,10.681831,336000000
2011-05-12,12.361429,12.397143,12.223929,12.377500,10.661525,322000000
2011-05-13,12.345000,12.366071,12.155357,12.160714,10.474795,326116000
2011-05-16,12.114286,12.186429,11.878571,11.903571,10.253304,449775200
2011-05-17,11.857143,12.005000,11.811786,12.005000,10.340669,452334400
2011-05-18,12.016786,12.180357,12.000000,12.138214,10.455414,334776400
2011-05-19,12.217143,12.228929,12.095357,12.161786,10.475718,261170000
2011-05-20,12.127143,12.176786,11.965000,11.972143,10.312367,337968400
2011-05-23,11.784643,11.999286,11.765000,11.942857,10.287141,383600000
2011-05-24,11.982143,11.996429,11.833571,11.863929,10.219155,321927200
2011-05-25,11.908214,12.091429,11.887500,12.027857,10.360356,294224000
2011-05-26,11.998929,12.031786,11.943929,11.964286,10.305598,222560800
2011-05-27,11.957143,12.058214,11.939643,12.050357,10.379736,203599200
2011-05-31,12.182143,12.422500,12.178571,12.422500,10.700285,417754400
2011-06-01,12.459643,12.576071,12.308929,12.339643,10.628918,554682800
2011-06-02,12.375000,12.427857,12.296429,12.360714,10.647065,338783200
2011-06-03,12.256429,12.333214,12.214643,12.265714,10.565235,313250000
2011-06-06,12.346429,12.394643,12.064643,12.072857,10.399117,461941200
2011-06-07,12.077500,12.079286,11.853571,11.858571,10.214540,529785200
2011-06-08,11.849286,11.957143,11.808929,11.865714,10.220695,333723600
2011-06-09,11.901786,11.916786,11.812500,11.838929,10.197621,275088800
2011-06-10,11.805357,11.845000,11.625357,11.639286,10.025657,433955200
2011-06-13,11.685714,11.725357,11.609643,11.664286,10.047190,329473200
2011-06-14,11.785714,11.901786,11.761071,11.872857,10.226844,334569200
2011-06-15,11.776786,11.796429,11.602857,11.669643,10.051805,399196000
2011-06-16,11.675000,11.738571,11.368929,11.612857,10.002891,510591200
2011-06-17,11.749643,11.758929,11.405714,11.437857,9.852149,615020000
2011-06-20,11.334286,11.346429,11.089286,11.261429,9.700181,640645600
2011-06-21,11.310000,11.635714,11.257143,11.617857,10.007197,493382400
2011-06-22,11.612857,11.746429,11.513571,11.521786,9.924443,390583200
2011-06-23,11.390714,11.846071,11.361429,11.829643,10.189624,559759200
2011-06-24,11.834643,11.898214,11.610357,11.655357,10.039500,439807200
2011-06-27,11.699643,11.925000,11.687500,11.858571,10.214540,339813600
2011-06-28,11.916071,12.025000,11.908571,11.973571,10.313597,294299600
2011-06-29,12.001429,12.013214,11.852857,11.930000,10.276066,352545200
2011-06-30,11.953571,12.004643,11.887143,11.988214,10.326209,322954800
2011-07-01,11.998214,12.267857,11.935714,12.259286,10.559702,435313200
2011-07-05,12.250000,12.493929,12.232143,12.479643,10.749508,355054000
2011-07-06,12.462500,12.646429,12.382500,12.562857,10.821184,444626000
2011-07-07,12.666786,12.785714,12.642857,12.757143,10.988535,399663600
2011-07-08,12.619286,12.857143,12.578571,12.846786,11.065752,489633200
2011-07-11,12.726429,12.848929,12.600714,12.642857,10.890099,442674400
2011-07-12,12.626071,12.774286,12.450714,12.633929,10.882405,451609200
2011-07-13,12.797500,12.857143,12.727857,12.786429,11.013765,391638800
2011-07-14,12.893214,12.914643,12.726429,12.777500,11.006072,430533600
